runAt,commit,matrix,label,blockA,rel,hops,blockC,region,filters,step,endpoint,status,ms,rows,bytes,errorClass,errorMsg,chunksFailed,chunksSkipped,chunksMax
2026-09-15T03:37,9128aa9,M4,"samples near(2) facilities [ME]",samples,near,2,facilities,ME,"none",FIND_TARGET_IRIS,engine,error,1779805,0,0,failed,"SPARQL timeout (0): No response within 60s",0,0,0
2026-09-15T03:37,9128aa9,M4,"samples near(2) wells [ME]",samples,near,2,wells,ME,"none",FIND_TARGET_IRIS,engine,error,1869081,0,0,failed,"SPARQL timeout (0): No response within 60s",0,0,0
2026-09-15T03:37,9128aa9,M4,"wells near(2) facilities [ME]",wells,near,2,facilities,ME,"none",FIND_TARGET_IRIS,engine,error,1790972,0,0,failed,"SPARQL timeout (0): No response within 60s",0,0,0
2026-09-15T03:37,9128aa9,M4,"waterBodies near(2) facilities [ME]",waterBodies,near,2,facilities,ME,"none",FIND_TARGET_IRIS,engine,error,2095006,0,0,failed,"SPARQL timeout (0): No response within 60s",0,0,0
2026-09-15T03:37,9128aa9,M4,"samples near(2) waterBodies [ME]",samples,near,2,waterBodies,ME,"none",FIND_TARGET_IRIS,engine,error,1889011,0,0,failed,"SPARQL timeout (0): No response within 60s",0,0,0
2026-09-15T03:37,9128aa9,M4,"samples near(3) facilities [ME]",samples,near,3,facilities,ME,"none",FIND_TARGET_IRIS,engine,error,1936941,0,0,failed,"SPARQL timeout (0): No response within 60s",0,0,0
2026-09-15T03:37,9128aa9,M4,"samples near(3) wells [ME]",samples,near,3,wells,ME,"none",FIND_TARGET_IRIS,engine,error,1239174,0,0,failed,"SPARQL timeout (0): No response within 60s",0,0,0
2026-09-15T03:37,9128aa9,M4,"wells near(3) facilities [ME]",wells,near,3,facilities,ME,"none",FIND_TARGET_IRIS,engine,error,2047655,0,0,failed,"SPARQL timeout (0): No response within 60s",0,0,0
2026-09-15T03:37,9128aa9,M4,"waterBodies near(3) facilities [ME]",waterBodies,near,3,facilities,ME,"none",FIND_TARGET_IRIS,engine,error,1887823,0,0,failed,"SPARQL timeout (0): No response within 60s",0,0,0
2026-09-15T03:37,9128aa9,M4,"samples near(3) waterBodies [ME]",samples,near,3,waterBodies,ME,"none",FIND_TARGET_IRIS,engine,error,2073841,0,0,failed,"SPARQL timeout (0): No response within 60s",0,0,0
2026-09-15T03:37,9128aa9,M4,"samples near(4) facilities [ME]",samples,near,4,facilities,ME,"none",FIND_TARGET_IRIS,engine,error,1954842,0,0,failed,"SPARQL timeout (0): No response within 60s",0,0,0
2026-09-15T03:37,9128aa9,M4,"samples near(4) wells [ME]",samples,near,4,wells,ME,"none",FIND_TARGET_IRIS,engine,error,1088531,0,0,failed,"SPARQL timeout (0): No response within 60s",0,0,0
2026-09-15T03:37,9128aa9,M4,"wells near(4) facilities [ME]",wells,near,4,facilities,ME,"none",FIND_TARGET_IRIS,engine,error,1968807,0,0,failed,"SPARQL timeout (0): No response within 60s",0,0,0
2026-09-15T03:37,9128aa9,M4,"waterBodies near(4) facilities [ME]",waterBodies,near,4,facilities,ME,"none",FIND_TARGET_IRIS,engine,error,2036863,0,0,failed,"SPARQL timeout (0): No response within 60s",0,0,0
2026-09-15T03:37,9128aa9,M4,"samples near(4) waterBodies [ME]",samples,near,4,waterBodies,ME,"none",FIND_TARGET_IRIS,engine,error,2047950,0,0,failed,"SPARQL timeout (0): No response within 60s",0,0,0
2026-09-15T11:41,9128aa9,M5,"PREBUILT: Samples Near Agricultural Chemical Facilities in Maine",samples,near,1,facilities,23,"prebuilt",PIPELINE,engine,success,64008,31,0,ok,"",0,0,0
2026-09-15T11:41,9128aa9,M5,"PREBUILT: Samples Near Landfills & DOD Sites in Penobscot and Knox County",samples,near,1,facilities,23019|23013,"prebuilt",PIPELINE,engine,success,10841,61,0,ok,"",0,0,0
2026-09-15T11:41,9128aa9,M5,"PREBUILT: Surface Water Bodies Near Landfills & DOD Sites in Penobscot and Knox County",waterBodies,near,1,facilities,23019|23013,"prebuilt",PIPELINE,engine,success,28220,103,0,ok,"",0,0,0
2026-09-15T11:41,9128aa9,M5,"PREBUILT: Samples Downstream of Waste Treatment Facilities in Indiana",samples,downstream,,facilities,18,"prebuilt",PIPELINE,engine,error,1101215,0,0,failed,"SPARQL timeout (0): No response within 60s",0,0,0
2026-09-15T11:41,9128aa9,M5,"PREBUILT: Maine Private Wells Near Landfills & DoD Sites",wells,near,1,facilities,23,"prebuilt",PIPELINE,engine,error,490020,0,0,failed,"SPARQL timeout (0): No response within 60s",0,0,0
2026-09-15T11:41,9128aa9,M5,"PREBUILT: Maine Private Wells Near Wastewater Treatment Facilities",wells,near,1,facilities,23,"prebuilt",PIPELINE,engine,success,15860,2431,0,ok,"",0,0,0
2026-09-15T11:41,9128aa9,M5,"PREBUILT: Maine Private Wells Near Airports & Air Transportation Sites (AFFF)",wells,near,1,facilities,23,"prebuilt",PIPELINE,engine,success,33706,4425,0,ok,"",0,0,0
2026-09-15T11:41,9128aa9,M5,"PREBUILT: PFHpA Groundwater Samples Downstream from Facilities in Cumberland County",samples,downstream,,facilities,23005,"prebuilt",PIPELINE,engine,success,159028,362,0,ok,"",0,0,3
2026-09-15T12:13,9128aa9,M6,"samples downstream facilities [17]",samples,downstream,,facilities,17,"none",FIND_TARGET_IRIS,engine,success,225067,58,0,ok,"",0,0,5
2026-09-15T12:13,9128aa9,M6,"samples downstream facilities [18]",samples,downstream,,facilities,18,"none",FIND_TARGET_IRIS,engine,success,19659,234,0,ok,"",0,0,0
2026-09-15T12:13,9128aa9,M6,"samples downstream facilities [25]",samples,downstream,,facilities,25,"none",FIND_TARGET_IRIS,engine,success,296403,216,0,ok,"",0,0,16
2026-09-15T12:13,9128aa9,M6,"samples downstream facilities [33]",samples,downstream,,facilities,33,"none",FIND_TARGET_IRIS,engine,error,912577,0,0,failed,"SPARQL timeout (0): No response within 60s",0,0,0
2026-09-15T12:13,9128aa9,M6,"samples downstream facilities [01]",samples,downstream,,facilities,01,"none",FIND_TARGET_IRIS,engine,error,945830,0,0,failed,"SPARQL timeout (0): No response within 60s",0,0,0
2026-09-15T12:13,9128aa9,M6,"samples downstream facilities [50]",samples,downstream,,facilities,50,"none",FIND_TARGET_IRIS,engine,success,36134,17,0,ok,"",0,0,0
2026-09-15T12:54,9128aa9,M7,"samples near facilities [NO REGION]",samples,near,1,facilities,none,"none",FIND_TARGET_IRIS,engine,success,1544,4770,0,ok,"",0,0,0
2026-09-15T12:54,9128aa9,M7,"samples downstream facilities [NO REGION]",samples,downstream,,facilities,none,"none",FIND_TARGET_IRIS,engine,error,1075258,0,0,failed,"SPARQL timeout (0): No response within 60s",0,0,0
2026-09-15T12:54,9128aa9,M7,"wells near facilities [NO REGION]",wells,near,1,facilities,none,"none",FIND_TARGET_IRIS,engine,success,32370,219026,0,ok,"",0,0,0
2026-09-15T13:12,9128aa9,M8,"substance filter (PFOS)",samples,near,1,facilities,ME,"substance",FIND_TARGET_IRIS,engine,success,301018,70,0,ok-partial,"",0,15,16
